name,value,year,lastValue,rank
ILLINOIS,4,13,a,b
NEW YORK CITY,102,13,a,b
PUERTO RICO,,13,a,b
OHIO,,13,a,b
MISSISSIPPI,,13,a,b
MARYLAND,,13,a,b
WISCONSIN,,13,a,b
MOUNTAIN,,13,a,b
WEST SOUTH CENTRAL,8,13,a,b
CONNECTICUT,2,13,a,b
WEST VIRGINIA,,13,a,b
MICHIGAN,,13,a,b
ARIZONA,,13,a,b
IOWA,,13,a,b
NORTH DAKOTA,,13,a,b
VIRGINIA,,13,a,b
MASSACHUSETTS,,13,a,b
PACIFIC,5,13,a,b
SOUTH CAROLINA,,13,a,b
IDAHO,,13,a,b
NEW JERSEY,,13,a,b
EAST NORTH CENTRAL,4,13,a,b
WYOMING,,13,a,b
MISSOURI,,13,a,b
TEXAS,8,13,a,b
WEST NORTH CENTRAL,,13,a,b
ARKANSAS,,13,a,b
TOTAL,125,13,a,b
NORTHERN MARIANA ISLANDS,,13,a,b
US RESIDENTS,125,13,a,b
AMERICAN SAMOA,,13,a,b
UTAH,,13,a,b
SOUTH DAKOTA,,13,a,b
DELAWARE,,13,a,b
CALIFORNIA,,13,a,b
NON-US RESIDENTS,,13,a,b
VERMONT,,13,a,b
DISTRICT OF COLUMBIA,,13,a,b
PENNSYLVANIA,,13,a,b
COLORADO,,13,a,b
NEBRASKA,,13,a,b
WISCONSIN,,14,a,b
ARKANSAS,,14,a,b
TENNESSEE,,14,a,b
HAWAII,,14,a,b
OKLAHOMA,,14,a,b
MISSISSIPPI,,14,a,b
NORTH CAROLINA,,14,a,b
CONNECTICUT,2,14,a,b
UTAH,,14,a,b
ALABAMA,,14,a,b
NEVADA,,14,a,b
IOWA,,14,a,b
TEXAS,8,14,a,b
ILLINOIS,4,14,a,b
AMERICAN SAMOA,,14,a,b
MAINE,,14,a,b
DISTRICT OF COLUMBIA,,14,a,b
NEBRASKA,,14,a,b
NORTH DAKOTA,,14,a,b
OREGON,6,14,a,b
PUERTO RICO,,14,a,b
NEW JERSEY,,14,a,b
SOUTH DAKOTA,,14,a,b
US TERRITORIES,,14,a,b
KENTUCKY,1,14,a,b
US RESIDENTS,126,14,a,b
NEW YORK,3,14,a,b
NEW YORK CITY,102,14,a,b
VERMONT,,14,a,b
WEST NORTH CENTRAL,,14,a,b
FLORIDA,,14,a,b
PACIFIC,6,14,a,b
VIRGINIA,,14,a,b
NORTHERN MARIANA ISLANDS,,14,a,b
NEW ENGLAND,2,14,a,b
WEST VIRGINIA,,14,a,b
MOUNTAIN,,14,a,b
IDAHO,,14,a,b
SOUTH CAROLINA,,14,a,b
EAST NORTH CENTRAL,4,14,a,b
RHODE ISLAND,,14,a,b
GUAM,,14,a,b
COLORADO,,14,a,b
NON-US RESIDENTS,,14,a,b
CALIFORNIA,,14,a,b
NEW MEXICO,,14,a,b
MARYLAND,,14,a,b
SOUTH ATLANTIC,,14,a,b
WYOMING,,14,a,b
LOUISIANA,,14,a,b
TOTAL,126,14,a,b
ALASKA,,14,a,b
EAST SOUTH CENTRAL,1,14,a,b
WASHINGTON,,14,a,b
INDIANA,,14,a,b
U.S. VIRGIN ISLANDS,,14,a,b
MISSOURI,,14,a,b
ARIZONA,,14,a,b
MINNESOTA,,14,a,b
GEORGIA,,14,a,b
KANSAS,,14,a,b
MIDDLE ATLANTIC,105,14,a,b
WEST SOUTH CENTRAL,8,14,a,b
MONTANA,,14,a,b
NEW HAMPSHIRE,,14,a,b
PENNSYLVANIA,,14,a,b
OHIO,,14,a,b
MASSACHUSETTS,,14,a,b
DELAWARE,,14,a,b
MICHIGAN,,14,a,b
DELAWARE,,15,a,b
NEW ENGLAND,2,15,a,b
VIRGINIA,,15,a,b
EAST SOUTH CENTRAL,1,15,a,b
INDIANA,,15,a,b
MIDDLE ATLANTIC,137,15,a,b
NEBRASKA,,15,a,b
COLORADO,,15,a,b
ARKANSAS,,15,a,b
MOUNTAIN,,15,a,b
SOUTH DAKOTA,,15,a,b
NEW JERSEY,,15,a,b
VERMONT,,15,a,b
MONTANA,,15,a,b
ALABAMA,,15,a,b
PENNSYLVANIA,,15,a,b
WEST NORTH CENTRAL,,15,a,b
TOTAL,160,15,a,b
NEW YORK,11,15,a,b
MAINE,,15,a,b
AMERICAN SAMOA,,15,a,b
WYOMING,,15,a,b
KENTUCKY,1,15,a,b
GUAM,,15,a,b
MISSOURI,,15,a,b
RHODE ISLAND,,15,a,b
MISSISSIPPI,,15,a,b
OHIO,,15,a,b
TENNESSEE,,15,a,b
NON-US RESIDENTS,,15,a,b
PUERTO RICO,,15,a,b
UTAH,,15,a,b
NORTH DAKOTA,,15,a,b
NORTH CAROLINA,,15,a,b
FLORIDA,,15,a,b
PACIFIC,8,15,a,b
ILLINOIS,4,15,a,b
LOUISIANA,,15,a,b
IOWA,,15,a,b
US TERRITORIES,,15,a,b
SOUTH CAROLINA,,15,a,b
WASHINGTON,2,15,a,b
ALASKA,,15,a,b
HAWAII,,15,a,b
MINNESOTA,,15,a,b
OREGON,6,15,a,b
MARYLAND,,15,a,b
NEW YORK CITY,126,15,a,b
KANSAS,,15,a,b
SOUTH ATLANTIC,,15,a,b
CONNECTICUT,2,15,a,b
WEST SOUTH CENTRAL,8,15,a,b
EAST NORTH CENTRAL,4,15,a,b
US RESIDENTS,160,15,a,b
ARIZONA,,15,a,b
NORTHERN MARIANA ISLANDS,,15,a,b
IDAHO,,15,a,b
GEORGIA,,15,a,b
NEW MEXICO,,15,a,b
MASSACHUSETTS,,15,a,b
DISTRICT OF COLUMBIA,,15,a,b
NEVADA,,15,a,b
WISCONSIN,,15,a,b
OKLAHOMA,,15,a,b
MICHIGAN,,15,a,b
CALIFORNIA,,15,a,b
U.S. VIRGIN ISLANDS,,15,a,b
WEST VIRGINIA,,15,a,b
TEXAS,8,15,a,b
NEW HAMPSHIRE,,15,a,b
ILLINOIS,4,16,a,b
MICHIGAN,,16,a,b
TENNESSEE,,16,a,b
ALASKA,,16,a,b
NORTH DAKOTA,,16,a,b
GUAM,,16,a,b
RHODE ISLAND,,16,a,b
LOUISIANA,,16,a,b
PENNSYLVANIA,,16,a,b
US RESIDENTS,186,16,a,b
TOTAL,186,16,a,b
OREGON,10,16,a,b
MIDDLE ATLANTIC,144,16,a,b
VERMONT,,16,a,b
MONTANA,,16,a,b
NORTH CAROLINA,,16,a,b
PUERTO RICO,,16,a,b
WEST VIRGINIA,,16,a,b
NEW YORK,11,16,a,b
KENTUCKY,1,16,a,b
MOUNTAIN,,16,a,b
WYOMING,,16,a,b
SOUTH ATLANTIC,,16,a,b
WASHINGTON,16,16,a,b
DELAWARE,,16,a,b
MAINE,,16,a,b
US TERRITORIES,,16,a,b
GEORGIA,,16,a,b
NEW JERSEY,5,16,a,b
PACIFIC,27,16,a,b
NEW HAMPSHIRE,,16,a,b
EAST NORTH CENTRAL,4,16,a,b
NEBRASKA,,16,a,b
ALABAMA,,16,a,b
SOUTH DAKOTA,,16,a,b
KANSAS,,16,a,b
IDAHO,,16,a,b
CALIFORNIA,1,16,a,b
NEVADA,,16,a,b
HAWAII,,16,a,b
VIRGINIA,,16,a,b
OKLAHOMA,,16,a,b
MINNESOTA,,16,a,b
FLORIDA,,16,a,b
CONNECTICUT,2,16,a,b
MASSACHUSETTS,,16,a,b
NEW ENGLAND,2,16,a,b
NEW YORK CITY,128,16,a,b
MISSOURI,,16,a,b
COLORADO,,16,a,b
INDIANA,,16,a,b
WISCONSIN,,16,a,b
EAST SOUTH CENTRAL,1,16,a,b
OHIO,,16,a,b
NORTHERN MARIANA ISLANDS,,16,a,b
MARYLAND,,16,a,b
MISSISSIPPI,,16,a,b
NON-US RESIDENTS,,16,a,b
U.S. VIRGIN ISLANDS,,16,a,b
AMERICAN SAMOA,,16,a,b
WEST NORTH CENTRAL,,16,a,b
TEXAS,8,16,a,b
WEST SOUTH CENTRAL,8,16,a,b
NEW MEXICO,,16,a,b
UTAH,,16,a,b
DISTRICT OF COLUMBIA,,16,a,b
IOWA,,16,a,b
SOUTH CAROLINA,,16,a,b
ARIZONA,,16,a,b
ARKANSAS,,16,a,b
SOUTH CAROLINA,,17,a,b
MICHIGAN,,17,a,b
EAST NORTH CENTRAL,4,17,a,b
NON-US RESIDENTS,,17,a,b
NEW ENGLAND,2,17,a,b
INDIANA,,17,a,b
PENNSYLVANIA,,17,a,b
NEW YORK CITY,188,17,a,b
VERMONT,,17,a,b
NORTH CAROLINA,,17,a,b
ALASKA,,17,a,b
DISTRICT OF COLUMBIA,,17,a,b
MINNESOTA,,17,a,b
GUAM,,17,a,b
WISCONSIN,,17,a,b
KANSAS,,17,a,b
DELAWARE,,17,a,b
FLORIDA,,17,a,b
WEST NORTH CENTRAL,,17,a,b
IDAHO,,17,a,b
RHODE ISLAND,,17,a,b
VIRGINIA,,17,a,b
MISSOURI,,17,a,b
WYOMING,,17,a,b
NORTH DAKOTA,,17,a,b
IOWA,,17,a,b
PUERTO RICO,,17,a,b
GEORGIA,3,17,a,b
HAWAII,,17,a,b
MARYLAND,2,17,a,b
KENTUCKY,1,17,a,b
US TERRITORIES,,17,a,b
NEBRASKA,,17,a,b
NEW JERSEY,6,17,a,b
LOUISIANA,,17,a,b
OREGON,10,17,a,b
SOUTH ATLANTIC,5,17,a,b
OKLAHOMA,,17,a,b
ARKANSAS,,17,a,b
TEXAS,8,17,a,b
WEST VIRGINIA,,17,a,b
MONTANA,,17,a,b
PACIFIC,45,17,a,b
ALABAMA,,17,a,b
CALIFORNIA,19,17,a,b
NEW HAMPSHIRE,,17,a,b
WASHINGTON,16,17,a,b
NEW MEXICO,,17,a,b
CONNECTICUT,2,17,a,b
TENNESSEE,,17,a,b
NEW YORK,12,17,a,b
NEVADA,,17,a,b
ARIZONA,,17,a,b
COLORADO,,17,a,b
U.S. VIRGIN ISLANDS,,17,a,b
MIDDLE ATLANTIC,206,17,a,b
EAST SOUTH CENTRAL,1,17,a,b
OHIO,,17,a,b
WEST SOUTH CENTRAL,8,17,a,b
SOUTH DAKOTA,,17,a,b
US RESIDENTS,271,17,a,b
MOUNTAIN,,17,a,b
NORTHERN MARIANA ISLANDS,,17,a,b
MAINE,,17,a,b
MASSACHUSETTS,,17,a,b
MISSISSIPPI,,17,a,b
TOTAL,271,17,a,b
ILLINOIS,4,17,a,b
UTAH,,17,a,b
AMERICAN SAMOA,,17,a,b
MISSOURI,,18,a,b
WASHINGTON,16,18,a,b
MINNESOTA,,18,a,b
OKLAHOMA,,18,a,b
KANSAS,,18,a,b
HAWAII,,18,a,b
NON-US RESIDENTS,,18,a,b
RHODE ISLAND,,18,a,b
WEST VIRGINIA,,18,a,b
SOUTH CAROLINA,,18,a,b
VIRGINIA,,18,a,b
NORTH CAROLINA,,18,a,b
CONNECTICUT,2,18,a,b
TOTAL,291,18,a,b
US TERRITORIES,,18,a,b
PACIFIC,47,18,a,b
ARIZONA,,18,a,b
LOUISIANA,,18,a,b
NEBRASKA,,18,a,b
EAST NORTH CENTRAL,4,18,a,b
OREGON,10,18,a,b
NEW HAMPSHIRE,,18,a,b
MICHIGAN,,18,a,b
U.S. VIRGIN ISLANDS,,18,a,b
INDIANA,,18,a,b
SOUTH ATLANTIC,5,18,a,b
GUAM,,18,a,b
MARYLAND,2,18,a,b
PENNSYLVANIA,,18,a,b
KENTUCKY,1,18,a,b
UTAH,,18,a,b
DELAWARE,,18,a,b
MAINE,,18,a,b
ALABAMA,,18,a,b
NORTH DAKOTA,,18,a,b
EAST SOUTH CENTRAL,1,18,a,b
NEW YORK,12,18,a,b
WEST SOUTH CENTRAL,8,18,a,b
FLORIDA,,18,a,b
TEXAS,8,18,a,b
VERMONT,,18,a,b
IOWA,,18,a,b
ILLINOIS,4,18,a,b
PUERTO RICO,,18,a,b
CALIFORNIA,21,18,a,b
NEW ENGLAND,2,18,a,b
ALASKA,,18,a,b
DISTRICT OF COLUMBIA,,18,a,b
IDAHO,,18,a,b
MISSISSIPPI,,18,a,b
MIDDLE ATLANTIC,224,18,a,b
GEORGIA,3,18,a,b
NEW MEXICO,,18,a,b
MASSACHUSETTS,,18,a,b
NEVADA,,18,a,b
WEST NORTH CENTRAL,,18,a,b
MOUNTAIN,,18,a,b
WISCONSIN,,18,a,b
ARKANSAS,,18,a,b
TENNESSEE,,18,a,b
COLORADO,,18,a,b
SOUTH DAKOTA,,18,a,b
WYOMING,,18,a,b
MONTANA,,18,a,b
US RESIDENTS,291,18,a,b
NEW YORK CITY,205,18,a,b
NEW JERSEY,7,18,a,b
AMERICAN SAMOA,,18,a,b
NORTHERN MARIANA ISLANDS,,18,a,b
OHIO,,18,a,b
MISSISSIPPI,,19,a,b
NORTH CAROLINA,,19,a,b
UTAH,,19,a,b
CALIFORNIA,22,19,a,b
MISSOURI,,19,a,b
PUERTO RICO,,19,a,b
ALABAMA,,19,a,b
GUAM,,19,a,b
SOUTH DAKOTA,,19,a,b
LOUISIANA,,19,a,b
NEW MEXICO,,19,a,b
KENTUCKY,1,19,a,b
NEW YORK CITY,205,19,a,b
EAST SOUTH CENTRAL,1,19,a,b
HAWAII,,19,a,b
MARYLAND,2,19,a,b
AMERICAN SAMOA,,19,a,b
OREGON,10,19,a,b
NEW ENGLAND,2,19,a,b
OHIO,,19,a,b
MOUNTAIN,,19,a,b
MASSACHUSETTS,,19,a,b
MICHIGAN,,19,a,b
WEST SOUTH CENTRAL,8,19,a,b
PENNSYLVANIA,1,19,a,b
WEST NORTH CENTRAL,,19,a,b
US TERRITORIES,,19,a,b
ARIZONA,,19,a,b
PACIFIC,48,19,a,b
TOTAL,300,19,a,b
MIDDLE ATLANTIC,232,19,a,b
NON-US RESIDENTS,,19,a,b
IOWA,,19,a,b
OKLAHOMA,,19,a,b
WYOMING,,19,a,b
MINNESOTA,,19,a,b
MONTANA,,19,a,b
NEW HAMPSHIRE,,19,a,b
COLORADO,,19,a,b
INDIANA,,19,a,b
SOUTH CAROLINA,,19,a,b
VERMONT,,19,a,b
WEST VIRGINIA,,19,a,b
U.S. VIRGIN ISLANDS,,19,a,b
NORTHERN MARIANA ISLANDS,,19,a,b
VIRGINIA,,19,a,b
SOUTH ATLANTIC,5,19,a,b
NEBRASKA,,19,a,b
EAST NORTH CENTRAL,4,19,a,b
GEORGIA,3,19,a,b
DISTRICT OF COLUMBIA,,19,a,b
NEW YORK,19,19,a,b
ARKANSAS,,19,a,b
MAINE,,19,a,b
FLORIDA,,19,a,b
CONNECTICUT,2,19,a,b
TEXAS,8,19,a,b
NORTH DAKOTA,,19,a,b
TENNESSEE,,19,a,b
IDAHO,,19,a,b
KANSAS,,19,a,b
WISCONSIN,,19,a,b
DELAWARE,,19,a,b
ALASKA,,19,a,b
US RESIDENTS,300,19,a,b
NEVADA,,19,a,b
NEW JERSEY,7,19,a,b
WASHINGTON,16,19,a,b
RHODE ISLAND,,19,a,b
ILLINOIS,4,19,a,b
VERMONT,,20,a,b
WASHINGTON,16,20,a,b
MOUNTAIN,,20,a,b
IOWA,,20,a,b
US TERRITORIES,,20,a,b
MAINE,,20,a,b
NEW YORK,19,20,a,b
NEBRASKA,,20,a,b
FLORIDA,,20,a,b
MISSOURI,,20,a,b
KENTUCKY,1,20,a,b
U.S. VIRGIN ISLANDS,,20,a,b
COLORADO,,20,a,b
TOTAL,303,20,a,b
NEW JERSEY,8,20,a,b
HAWAII,,20,a,b
MARYLAND,2,20,a,b
NEW MEXICO,,20,a,b
AMERICAN SAMOA,,20,a,b
NORTH DAKOTA,,20,a,b
NEW ENGLAND,2,20,a,b
MINNESOTA,,20,a,b
WYOMING,,20,a,b
GUAM,,20,a,b
WEST NORTH CENTRAL,,20,a,b
OHIO,,20,a,b
IDAHO,,20,a,b
SOUTH DAKOTA,,20,a,b
ILLINOIS,4,20,a,b
PENNSYLVANIA,3,20,a,b
KANSAS,,20,a,b
SOUTH ATLANTIC,5,20,a,b
NON-US RESIDENTS,,20,a,b
EAST NORTH CENTRAL,4,20,a,b
OREGON,10,20,a,b
OKLAHOMA,,20,a,b
UTAH,,20,a,b
NORTHERN MARIANA ISLANDS,,20,a,b
NEW YORK CITY,205,20,a,b
ARKANSAS,,20,a,b
LOUISIANA,,20,a,b
CONNECTICUT,2,20,a,b
NEW HAMPSHIRE,,20,a,b
CALIFORNIA,22,20,a,b
GEORGIA,3,20,a,b
US RESIDENTS,303,20,a,b
MIDDLE ATLANTIC,235,20,a,b
ALASKA,,20,a,b
MASSACHUSETTS,,20,a,b
RHODE ISLAND,,20,a,b
VIRGINIA,,20,a,b
WEST VIRGINIA,,20,a,b
PACIFIC,48,20,a,b
DELAWARE,,20,a,b
DISTRICT OF COLUMBIA,,20,a,b
WISCONSIN,,20,a,b
INDIANA,,20,a,b
TEXAS,8,20,a,b
NEVADA,,20,a,b
MONTANA,,20,a,b
ARIZONA,,20,a,b
NORTH CAROLINA,,20,a,b
ALABAMA,,20,a,b
SOUTH CAROLINA,,20,a,b
MISSISSIPPI,,20,a,b
TENNESSEE,,20,a,b
MICHIGAN,,20,a,b
WEST SOUTH CENTRAL,8,20,a,b
EAST SOUTH CENTRAL,1,20,a,b
PUERTO RICO,,20,a,b
NEW MEXICO,,21,a,b
AMERICAN SAMOA,,21,a,b
IDAHO,,21,a,b
EAST SOUTH CENTRAL,1,21,a,b
MISSOURI,,21,a,b
MONTANA,,21,a,b
INDIANA,,21,a,b
HAWAII,,21,a,b
NORTH DAKOTA,,21,a,b
NEW JERSEY,8,21,a,b
PUERTO RICO,,21,a,b
NEW ENGLAND,2,21,a,b
RHODE ISLAND,,21,a,b
WASHINGTON,20,21,a,b
CALIFORNIA,22,21,a,b
MINNESOTA,,21,a,b
DELAWARE,,21,a,b
MIDDLE ATLANTIC,325,21,a,b
LOUISIANA,,21,a,b
MARYLAND,2,21,a,b
OHIO,,21,a,b
NORTHERN MARIANA ISLANDS,,21,a,b
TENNESSEE,,21,a,b
FLORIDA,1,21,a,b
MAINE,,21,a,b
SOUTH ATLANTIC,6,21,a,b
WEST SOUTH CENTRAL,11,21,a,b
NORTH CAROLINA,,21,a,b
TEXAS,10,21,a,b
OKLAHOMA,1,21,a,b
MASSACHUSETTS,,21,a,b
KENTUCKY,1,21,a,b
GEORGIA,3,21,a,b
UTAH,,21,a,b
ILLINOIS,4,21,a,b
U.S. VIRGIN ISLANDS,,21,a,b
EAST NORTH CENTRAL,4,21,a,b
SOUTH CAROLINA,,21,a,b
WEST VIRGINIA,,21,a,b
NEW YORK CITY,295,21,a,b
ALASKA,,21,a,b
US RESIDENTS,402,21,a,b
DISTRICT OF COLUMBIA,,21,a,b
PACIFIC,53,21,a,b
COLORADO,,21,a,b
OREGON,11,21,a,b
WISCONSIN,,21,a,b
WEST NORTH CENTRAL,,21,a,b
PENNSYLVANIA,3,21,a,b
ALABAMA,,21,a,b
VERMONT,,21,a,b
MISSISSIPPI,,21,a,b
NEBRASKA,,21,a,b
GUAM,,21,a,b
US TERRITORIES,,21,a,b
NEVADA,,21,a,b
SOUTH DAKOTA,,21,a,b
ARIZONA,,21,a,b
KANSAS,,21,a,b
MICHIGAN,,21,a,b
WYOMING,,21,a,b
TOTAL,402,21,a,b
NEW HAMPSHIRE,,21,a,b
MOUNTAIN,,21,a,b
VIRGINIA,,21,a,b
NEW YORK,19,21,a,b
ARKANSAS,,21,a,b
NON-US RESIDENTS,,21,a,b
CONNECTICUT,2,21,a,b
IOWA,,21,a,b
